Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Category,Community
GODDARD HOUSE,GODDARD FL 0,GODDARD 131,GODDARD 131,GODDARD 131‐1,Single,,CoEd,Alpha Delta Phi (ADPhi)
OLNEY HOUSE,OLNEY FL 1,OLNEY 123,OLNEY 123,OLNEY 123‐1,Single,,CoEd,Beta Omega Chi (BOX)
OLNEY HOUSE,OLNEY FL 1,OLNEY 124,OLNEY 124,OLNEY 124‐1,Single,,CoEd,Beta Omega Chi (BOX)
OLNEY HOUSE,OLNEY FL 1,OLNEY 125,OLNEY 125,OLNEY 125‐1,Single,,CoEd,Beta Omega Chi (BOX)
OLNEY HOUSE,OLNEY FL 1,OLNEY 127,OLNEY 127,OLNEY 127‐1,Single,,CoEd,Beta Omega Chi (BOX)
OLNEY HOUSE,OLNEY FL 1,OLNEY 129,OLNEY 129,OLNEY 129‐1,Double,,CoEd,Beta Omega Chi (BOX)
OLNEY HOUSE,OLNEY FL 1,OLNEY 129,OLNEY 129,OLNEY 129‐2,Double,,CoEd,Beta Omega Chi (BOX)
OLNEY HOUSE,OLNEY FL 1,OLNEY 131,OLNEY 131,OLNEY 131‐1,Single,,CoEd,Beta Omega Chi (BOX)
OLNEY HOUSE,OLNEY FL 2,OLNEY 233,OLNEY 233,OLNEY 233‐1,Single,,CoEd,Beta Omega Chi (BOX)
OLNEY HOUSE,OLNEY FL 2,OLNEY 234,OLNEY 234,OLNEY 234‐1,Double,,CoEd,Beta Omega Chi (BOX)
OLNEY HOUSE,OLNEY FL 2,OLNEY 234,OLNEY 234,OLNEY 234‐2,Double,,CoEd,Beta Omega Chi (BOX)
CHAPIN HOUSE,CHAPIN FL 1,CHAPIN 113,CHAPIN 113,CHAPIN 113‐1,Double,,CoEd,Civic Engagement
CHAPIN HOUSE,CHAPIN FL 1,CHAPIN 113,CHAPIN 113,CHAPIN 113‐2,Double,,CoEd,Civic Engagement
111 BROWN STREET,111BROWN FL 1,111BROWN 102,111BROWN 102,111BROWN 102‐1,Double,,CoEd,Environmental Program House (EPH)
111 BROWN STREET,111BROWN FL 1,111BROWN 102,111BROWN 102,111BROWN 102‐2,Double,,CoEd,Environmental Program House (EPH)
111 BROWN STREET,111BROWN FL 2,111BROWN 201,111BROWN 201,111BROWN 201‐1,Double,,CoEd,Environmental Program House (EPH)
111 BROWN STREET,111BROWN FL 2,111BROWN 201,111BROWN 201,111BROWN 201‐2,Double,,CoEd,Environmental Program House (EPH)
111 BROWN STREET,111BROWN FL 2,111BROWN 203,111BROWN 203,111BROWN 203‐1,Double,,CoEd,Environmental Program House (EPH)
111 BROWN STREET,111BROWN FL 2,111BROWN 203,111BROWN 203,111BROWN 203‐2,Double,,CoEd,Environmental Program House (EPH)
111 BROWN STREET,111BROWN FL 3,111BROWN 302,111BROWN 302,111BROWN 302‐1,Double,,CoEd,Environmental Program House (EPH)
111 BROWN STREET,111BROWN FL 3,111BROWN 302,111BROWN 302,111BROWN 302‐2,Double,,CoEd,Environmental Program House (EPH)
WEST HOUSE,WEST FL 1,WEST 101,WEST 101,WEST 101‐1,Single,,CoEd,Environmental Program House (EPH)
WEST HOUSE,WEST FL 1,WEST 103,WEST 103,WEST 103‐1,Double,,CoEd,Environmental Program House (EPH)
WEST HOUSE,WEST FL 1,WEST 103,WEST 103,WEST 103‐2,Double,,CoEd,Environmental Program House (EPH)
WEST HOUSE,WEST FL 2,WEST 201,WEST 201,WEST 201‐1,Single,,CoEd,Environmental Program House (EPH)
WEST HOUSE,WEST FL 2,WEST 202,WEST 202,WEST 202‐1,Double,,CoEd,Environmental Program House (EPH)
WEST HOUSE,WEST FL 2,WEST 202,WEST 202,WEST 202‐2,Double,,CoEd,Environmental Program House (EPH)
WEST HOUSE,WEST FL 2,WEST 203,WEST 203,WEST 203‐1,Double,,CoEd,Environmental Program House (EPH)
WEST HOUSE,WEST FL 2,WEST 203,WEST 203,WEST 203‐2,Double,,CoEd,Environmental Program House (EPH)
WEST HOUSE,WEST FL 2,WEST 204,WEST 204,WEST 204‐1,Double,,CoEd,Environmental Program House (EPH)
WEST HOUSE,WEST FL 2,WEST 204,WEST 204,WEST 204‐2,Double,,CoEd,Environmental Program House (EPH)
WEST HOUSE,WEST FL 3,WEST 301,WEST 301,WEST 301‐1,Double,,CoEd,Environmental Program House (EPH)
WEST HOUSE,WEST FL 3,WEST 301,WEST 301,WEST 301‐2,Double,,CoEd,Environmental Program House (EPH)
MACHADO HOUSE,MACHADO FL 3,MACHADO 302,MACHADO 302,MACHADO 302‐1,Double,,CoEd,French House
MACHADO HOUSE,MACHADO FL 3,MACHADO 302,MACHADO 302,MACHADO 302‐2,Double,,CoEd,French House
MACHADO HOUSE,MACHADO FL 3,MACHADO 306,MACHADO 306,MACHADO 306‐1,Double,,CoEd,French House
MACHADO HOUSE,MACHADO FL 3,MACHADO 306,MACHADO 306,MACHADO 306‐2,Double,,CoEd,French House
315 THAYER,315THAYER FL 1,315THAYER 140,315THAYER 140 141,315THAYER 140 141‐1,Single (Suite/Apartment),6.0,CoEd,Harambee
315 THAYER,315THAYER FL 1,315THAYER 140,315THAYER 140 143,315THAYER 140 143‐1,Single (Suite/Apartment),6.0,CoEd,Harambee
315 THAYER,315THAYER FL 1,315THAYER 140,315THAYER 140 145,315THAYER 140 145‐1,Single (Suite/Apartment),6.0,CoEd,Harambee
315 THAYER,315THAYER FL 1,315THAYER 140,315THAYER 140 146,315THAYER 140 146‐1,Single (Suite/Apartment),6.0,CoEd,Harambee
315 THAYER,315THAYER FL 1,315THAYER 140,315THAYER 140 147,315THAYER 140 147‐1,Single (Suite/Apartment),6.0,CoEd,Harambee
315 THAYER,315THAYER FL 1,315THAYER 140,315THAYER 140 148,315THAYER 140 148‐1,Single (Suite/Apartment),6.0,CoEd,Harambee
315 THAYER,315THAYER FL 2,315THAYER 240,315THAYER 240 241,315THAYER 240 241‐1,Single (Suite/Apartment),6.0,CoEd,Harambee
315 THAYER,315THAYER FL 2,315THAYER 240,315THAYER 240 243,315THAYER 240 243‐1,Single (Suite/Apartment),6.0,CoEd,Harambee
315 THAYER,315THAYER FL 2,315THAYER 240,315THAYER 240 245,315THAYER 240 245‐1,Single (Suite/Apartment),6.0,CoEd,Harambee
315 THAYER,315THAYER FL 2,315THAYER 240,315THAYER 240 246,315THAYER 240 246‐1,Single (Suite/Apartment),6.0,CoEd,Harambee
315 THAYER,315THAYER FL 2,315THAYER 240,315THAYER 240 247,315THAYER 240 247‐1,Single (Suite/Apartment),6.0,CoEd,Harambee
315 THAYER,315THAYER FL 2,315THAYER 240,315THAYER 240 248,315THAYER 240 248‐1,Single (Suite/Apartment),6.0,CoEd,Harambee
BUXTON HOUSE,BUXTON FL 1,BUXTON 114,BUXTON 114,BUXTON 114‐1,Double,,CoEd,House of Ninnuog
BUXTON HOUSE,BUXTON FL 1,BUXTON 114,BUXTON 114,BUXTON 114‐2,Double,,CoEd,House of Ninnuog
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 201,CHAPIN 201,CHAPIN 201‐1,Double,,CoEd,Interfaith
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 201,CHAPIN 201,CHAPIN 201‐2,Double,,CoEd,Interfaith
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 202,CHAPIN 202,CHAPIN 202‐1,Double,,CoEd,Interfaith
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 202,CHAPIN 202,CHAPIN 202‐2,Double,,CoEd,Interfaith
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 204,CHAPIN 204,CHAPIN 204‐1,Double,,CoEd,Interfaith
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 204,CHAPIN 204,CHAPIN 204‐2,Double,,CoEd,Interfaith
DIMAN HOUSE,DIMAN FL 2,DIMAN 206A,DIMAN 206A,DIMAN 206A‐1,Single,,CoEd,Kappa Alpha Theta (KAT)
MACHADO HOUSE,MACHADO FL 0,MACHADO 030,MACHADO 030,MACHADO 030‐1,Double,,CoEd,La Casita
MACHADO HOUSE,MACHADO FL 0,MACHADO 030,MACHADO 030,MACHADO 030‐2,Double,,CoEd,La Casita
MACHADO HOUSE,MACHADO FL 0,MACHADO 039,MACHADO 039,MACHADO 039‐1,Double,,CoEd,La Casita
MACHADO HOUSE,MACHADO FL 0,MACHADO 039,MACHADO 039,MACHADO 039‐2,Double,,CoEd,La Casita
MACHADO HOUSE,MACHADO FL 2,MACHADO 226,MACHADO 226,MACHADO 226‐1,Double,,CoEd,La Casita
MACHADO HOUSE,MACHADO FL 2,MACHADO 226,MACHADO 226,MACHADO 226‐2,Double,,CoEd,La Casita
LITTLEFIELD HALL,LITTLEFLD FL 1,LITTLEFLD 105,LITTLEFLD 105,LITTLEFLD 105‐1,Double,,CoEd,Quiet Housing
LITTLEFIELD HALL,LITTLEFLD FL 1,LITTLEFLD 105,LITTLEFLD 105,LITTLEFLD 105‐2,Double,,CoEd,Quiet Housing
LITTLEFIELD HALL,LITTLEFLD FL 3,LITTLEFLD 302,LITTLEFLD 302,LITTLEFLD 302‐1,Double,,CoEd,Quiet Housing
LITTLEFIELD HALL,LITTLEFLD FL 3,LITTLEFLD 302,LITTLEFLD 302,LITTLEFLD 302‐2,Double,,CoEd,Quiet Housing
LITTLEFIELD HALL,LITTLEFLD FL 3,LITTLEFLD 305,LITTLEFLD 305,LITTLEFLD 305‐1,Double,,CoEd,Quiet Housing
LITTLEFIELD HALL,LITTLEFLD FL 3,LITTLEFLD 305,LITTLEFLD 305,LITTLEFLD 305‐2,Double,,CoEd,Quiet Housing
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 401,LITTLEFLD 401,LITTLEFLD 401‐1,Double,,CoEd,Quiet Housing
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 401,LITTLEFLD 401,LITTLEFLD 401‐2,Double,,CoEd,Quiet Housing
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 402,LITTLEFLD 402,LITTLEFLD 402‐1,Double,,CoEd,Quiet Housing
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 402,LITTLEFLD 402,LITTLEFLD 402‐2,Double,,CoEd,Quiet Housing
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 405,LITTLEFLD 405,LITTLEFLD 405‐1,Double,,CoEd,Quiet Housing
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 405,LITTLEFLD 405,LITTLEFLD 405‐2,Double,,CoEd,Quiet Housing
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 409,LITTLEFLD 409,LITTLEFLD 409‐1,Double,,CoEd,Quiet Housing
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 409,LITTLEFLD 409,LITTLEFLD 409‐2,Double,,CoEd,Quiet Housing
PERKINS HALL,PERKINS FL 2,PERKINS 216,PERKINS 216,PERKINS 216‐1,Double,,CoEd,Quiet Housing
PERKINS HALL,PERKINS FL 2,PERKINS 216,PERKINS 216,PERKINS 216‐2,Double,,CoEd,Quiet Housing
PERKINS HALL,PERKINS FL 2,PERKINS 217,PERKINS 217,PERKINS 217‐1,Double,,CoEd,Quiet Housing
PERKINS HALL,PERKINS FL 2,PERKINS 217,PERKINS 217,PERKINS 217‐2,Double,,CoEd,Quiet Housing
PERKINS HALL,PERKINS FL 2,PERKINS 218,PERKINS 218,PERKINS 218‐1,Double,,CoEd,Quiet Housing
PERKINS HALL,PERKINS FL 2,PERKINS 218,PERKINS 218,PERKINS 218‐2,Double,,CoEd,Quiet Housing
PERKINS HALL,PERKINS FL 2,PERKINS 219,PERKINS 219,PERKINS 219‐1,Double,,CoEd,Quiet Housing
PERKINS HALL,PERKINS FL 2,PERKINS 219,PERKINS 219,PERKINS 219‐2,Double,,CoEd,Quiet Housing
PERKINS HALL,PERKINS FL 2,PERKINS 220,PERKINS 220,PERKINS 220‐1,Double,,CoEd,Quiet Housing
PERKINS HALL,PERKINS FL 2,PERKINS 220,PERKINS 220,PERKINS 220‐2,Double,,CoEd,Quiet Housing
PERKINS HALL,PERKINS FL 3,PERKINS 319,PERKINS 319,PERKINS 319‐1,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 319,PERKINS 319,PERKINS 319‐2,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 320,PERKINS 320,PERKINS 320‐1,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 320,PERKINS 320,PERKINS 320‐2,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 325,PERKINS 325,PERKINS 325‐1,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 325,PERKINS 325,PERKINS 325‐2,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 328,PERKINS 328,PERKINS 328‐1,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 328,PERKINS 328,PERKINS 328‐2,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 333,PERKINS 333,PERKINS 333‐1,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 333,PERKINS 333,PERKINS 333‐2,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 335,PERKINS 335,PERKINS 335‐1,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 335,PERKINS 335,PERKINS 335‐2,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 340,PERKINS 340,PERKINS 340‐1,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 340,PERKINS 340,PERKINS 340‐2,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 341,PERKINS 341,PERKINS 341‐1,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 341,PERKINS 341,PERKINS 341‐2,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 342,PERKINS 342,PERKINS 342‐1,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 342,PERKINS 342,PERKINS 342‐2,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 343,PERKINS 343,PERKINS 343‐1,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 343,PERKINS 343,PERKINS 343‐2,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 344,PERKINS 344,PERKINS 344‐1,Double,,CoEd,Substance Free Housing
PERKINS HALL,PERKINS FL 3,PERKINS 344,PERKINS 344,PERKINS 344‐2,Double,,CoEd,Substance Free Housing
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 217,CHAPIN 217,CHAPIN 217‐1,Double,,CoEd,Sustainability
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 217,CHAPIN 217,CHAPIN 217‐2,Double,,CoEd,Sustainability
STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 234,STERNLICHT 234,STERNLICHT 234‐1,Single,,CoEd,Wellness
STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 244,STERNLICHT 244,STERNLICHT 244‐1,Single,,CoEd,Wellness
STERNLICHT COMMONS,STERNLICHT FL 2,STERNLICHT 256,STERNLICHT 256,STERNLICHT 256‐1,Single,,CoEd,Wellness
STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 332,STERNLICHT 332,STERNLICHT 332‐1,Single,,CoEd,Wellness
STERNLICHT COMMONS,STERNLICHT FL 3,STERNLICHT 358,STERNLICHT 358,STERNLICHT 358‐1,Single,,CoEd,Wellness
STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 434,STERNLICHT 434,STERNLICHT 434‐1,Single,,CoEd,Wellness
STERNLICHT COMMONS,STERNLICHT FL 4,STERNLICHT 442,STERNLICHT 442,STERNLICHT 442‐1,Single,,CoEd,Wellness
